date,ticker,bw_sector_code,bw_sector_name,close,cross_term_risk_pct,etf_mkt_beta,gross_return_variance,market_beta,market_contr_variance,market_factor_return,market_hedge_wt,market_risk_pct,mktcap,residual_return,residual_risk_pct,residual_variance,return,sector_beta,sector_contr_variance,sector_etf,sector_factor_beta,sector_factor_return,sector_hedge_wt,sector_risk_pct
2024-06-21,PG,30.0,Consumer_Staples,168.26,0.006345325,0.37317726,0.73657024,0.21042769,0.06974521,-0.1336,0.12812437,0.08737683,388336650000.0,0.26465484,0.41366473,0.33019203,0.3519,0.9072151,0.39320955,XLP,0.9072151,0.12715648,-0.9072151,0.4926131
2024-06-21,GOOG,45.0,Information_Technology,180.26,0.0035319116,1.3090332,3.0299125,1.0547261,0.79735786,-0.1336,-0.5013192,0.25793368,1013265000000.0,1.5757747,0.7151184,2.2106662,1.4349,0.42276,0.07238646,XLK,0.42276,8.6829066e-05,-0.42276,0.023415968
2024-06-24,NFLX,45.0,Information_Technology,669.02,0.0041570235,1.3090332,4.7863774,1.2143086,0.88650566,-0.3251,-0.34966844,0.18535638,276515750000.0,-0.76207054,0.78548414,3.7567422,-2.4923,0.66051817,0.119579345,XLK,0.66051817,-2.0218334,-0.66051817,0.02500243
2024-06-24,UNH,35.0,Health_Care,489.98,0.00398263,0.5662169,1.7858533,0.2602848,0.06762021,-0.3251,0.30677977,0.03761751,455931170000.0,0.84999645,0.7895245,1.4192278,1.5313,1.0014971,0.3035658,XLV,1.0014971,0.76477706,-1.0014971,0.16887538
2024-06-24,NVDA,45.0,Information_Technology,118.11,0.015064331,1.3090332,7.9883337,2.3135312,1.9766316,-0.3251,0.22666311,0.2675724,2696790100000.0,-2.0084794,0.56379545,4.1649137,-6.684,1.9405118,1.1344483,XLK,1.9405118,-2.0218334,-1.9405118,0.15356784
2024-06-24,JNJ,35.0,Health_Care,149.12,0.005820752,0.5662169,1.0294973,0.21062939,0.033925965,-0.3251,0.35206223,0.034351587,352987640000.0,-0.44283992,0.6879116,0.6793883,0.2487,0.993774,0.2685469,XLV,0.993774,0.76477706,-0.993774,0.271916
2024-06-24,AMZN,25.0,Consumer_Discretionary,185.57,0.0024248643,1.1753373,2.9837892,1.3921194,1.2205075,-0.3251,-1.1620328,0.3869706,1836145300000.0,-1.3952088,0.49337173,1.5560973,-1.8564,0.19576219,0.36975303,XLY,0.19576219,-0.043997824,-0.19576219,0.11723284
2024-06-24,JPM,40.0,Financials,198.88,0.031178001,0.78151953,1.1714984,0.6496753,0.28889766,-0.3251,0.31795758,0.24396914,581886100000.0,-0.055688262,0.37655684,0.44590226,1.3143,1.238143,0.41243693,XLF,1.238143,1.277072,-1.238143,0.34829596
2024-06-24,XOM,10.0,Energy,114.05,0.012980158,0.45642883,1.7099543,0.36079982,0.11236564,-0.3251,0.13728884,0.06339928,526019900000.0,0.19627428,0.16284043,0.28861004,2.9704,1.0912734,1.3483679,XLE,1.0912734,2.649585,-1.0912734,0.7607802
2024-06-24,META,45.0,Information_Technology,498.91,0.0030773943,1.3090332,5.0904884,1.6428936,1.3734124,-0.3251,-1.1179672,0.2716336,1023032800000.0,2.1795661,0.697292,3.5255928,0.8347,0.40100306,0.14155634,XLK,0.40100306,-2.0218334,-0.40100306,0.02799702
2024-06-24,PG,30.0,Consumer_Staples,168.45,0.006292338,0.37317726,0.736268,0.21042769,0.06973494,-0.3251,0.12812437,0.08663443,388336650000.0,-0.8887682,0.41398677,0.33323175,0.1129,0.9072151,0.39690176,XLP,0.9072151,1.1795199,-0.9072151,0.49308652
2024-06-24,GOOG,45.0,Information_Technology,180.79,0.003528254,1.3090332,3.0143697,1.0547261,0.7977174,-0.3251,-0.5013192,0.25778276,1013265000000.0,1.4916418,0.7144132,2.2107756,0.294,0.42276,0.07512224,XLK,0.42276,-2.0218334,-0.42276,0.024275787
2024-06-25,NFLX,45.0,Information_Technology,672.41,0.004161396,1.3090332,4.786636,1.2143086,0.88188875,0.3851,-0.34966844,0.184585,276515750000.0,-0.83961195,0.78558725,3.7532873,0.5067,0.66051817,0.12262578,XLK,0.66051817,1.3302914,-0.66051817,0.025666367
2024-06-25,UNH,35.0,Health_Care,484.5,0.003977899,0.5662169,1.7902145,0.2602848,0.06701214,0.3851,0.30677977,0.03723495,455931170000.0,-0.68709093,0.7895586,1.4209771,-1.1184,1.0014971,0.30456248,XLV,1.0014971,-0.53075016,-1.0014971,0.16922857
2024-06-25,NVDA,45.0,Information_Technology,126.09,0.014958304,1.3090332,8.123742,2.3135312,1.9675248,0.3851,0.22666311,0.26446503,2696790100000.0,3.2840133,0.5645609,4.20013,6.7564,1.9405118,1.1607006,XLK,1.9405118,1.3302914,-1.9405118,0.1560157
2024-06-25,JNJ,35.0,Health_Care,147.19,0.0058014337,0.5662169,1.0358602,0.21062939,0.033675805,0.3851,0.35206223,0.03398512,352987640000.0,-0.8479676,0.6881591,0.6818958,-1.2943,0.993774,0.26957825,XLV,0.993774,-0.53075016,-0.993774,0.27205434
2024-06-25,AMZN,25.0,Consumer_Discretionary,186.34,0.0024317836,1.1753373,2.9815893,1.3921194,1.2143334,0.3851,-1.1620328,0.38611168,1836145300000.0,0.046156272,0.49397478,1.5535663,0.4149,0.19576219,0.36948392,XLY,0.19576219,-0.8549224,-0.19576219,0.117481776
2024-06-25,JPM,40.0,Financials,198.07,0.03104444,0.78151953,1.1709269,0.6496753,0.28675944,0.3851,0.31795758,0.24112608,581886100000.0,0.6380572,0.37573424,0.44684234,-0.4073,1.238143,0.4187296,XLF,1.238143,-1.0463631,-1.238143,0.35209522
2024-06-25,XOM,10.0,Energy,114.37,0.012991567,0.45642883,1.7066702,0.36079982,0.11103636,0.3851,0.13728884,0.06270433,526019900000.0,0.08236791,0.16288863,0.28844196,0.2806,1.0912734,1.3483088,XLE,1.0912734,0.05432926,-1.0912734,0.7614155
2024-06-25,META,45.0,Information_Technology,510.6,0.0030916806,1.3090332,5.1030593,1.6428936,1.3679118,0.3851,-1.1179672,0.27180165,1023032800000.0,1.176971,0.6967597,3.5066228,2.3431,0.40100306,0.14266355,XLK,0.40100306,1.3302914,-0.40100306,0.028346993
2024-06-25,PG,30.0,Consumer_Staples,166.85,0.0062847477,0.37317726,0.7359085,0.21042769,0.06932044,0.3851,0.12812437,0.0860156,388336650000.0,-0.3182087,0.41334283,0.33311525,-0.9498,0.9072151,0.39840484,XLP,0.9072151,-0.78551054,-0.9072151,0.49435678
2024-06-25,GOOG,45.0,Information_Technology,185.58,0.0035207227,1.3090332,3.0357957,1.0547261,0.79295087,0.3851,-0.5013192,0.2556955,1013265000000.0,1.6809307,0.7161538,2.2209027,2.6495,0.42276,0.0763813,XLK,0.42276,1.3302914,-0.42276,0.02462997
2024-06-26,NFLX,45.0,Information_Technology,677.69,0.004167826,1.3090332,4.770146,1.2143086,0.8801026,0.1248,-0.34966844,0.18449576,276515750000.0,0.8173889,0.7856025,3.74757,0.7852,0.66051817,0.12275879,XLK,0.66051817,-0.27816734,-0.66051817,0.025733905
2024-06-26,UNH,35.0,Health_Care,484.04,0.003985973,0.5662169,1.7895948,0.2602848,0.06680504,0.1248,0.30677977,0.03719522,455931170000.0,0.29851705,0.7891495,1.417364,-0.0949,1.0014971,0.30473715,XLV,1.0014971,-0.42526388,-1.0014971,0.16966932
2024-06-26,NVDA,45.0,Information_Technology,126.4,0.015028944,1.3090332,8.053316,2.3135312,1.9636191,0.1248,0.22666311,0.26518652,2696790100000.0,0.49695832,0.5629545,4.1684933,0.2459,1.9405118,1.1612748,XLK,1.9405118,-0.27816734,-1.9405118,0.15683001
2024-06-26,JNJ,35.0,Health_Care,146.82,0.0058087762,0.5662169,1.0313393,0.21062939,0.033584125,0.1248,0.35206223,0.033935495,352987640000.0,0.14492965,0.6875024,0.680384,-0.2514,0.993774,0.2699292,XLV,0.993774,-0.42526388,-0.993774,0.2727533
2024-06-26,AMZN,25.0,Consumer_Discretionary,193.61,0.0024020812,1.1753373,3.0251262,1.3921194,1.2119184,0.1248,-1.1620328,0.38063708,1836145300000.0,3.4726622,0.50232923,1.5993766,3.9015,0.19576219,0.36497813,XLY,0.19576219,1.3031179,-0.19576219,0.11463166
2024-06-26,JPM,40.0,Financials,197.43,0.030975506,0.78151953,1.1718075,0.6496753,0.285979,0.1248,0.31795758,0.23993585,581886100000.0,0.49636355,0.37516865,0.4471627,-0.3231,1.238143,0.42183638,XLF,1.238143,-0.72733366,-1.238143,0.35391992
2024-06-26,XOM,10.0,Energy,114.41,0.013039402,0.45642883,1.694057,0.36079982,0.11059432,0.1248,0.13728884,0.062684655,526019900000.0,1.1256193,0.16630515,0.29341158,0.035,1.0912734,1.3372852,XLE,1.0912734,-1.0406623,-1.0912734,0.7579708
2024-06-26,META,45.0,Information_Technology,513.12,0.003113932,1.3090332,5.045564,1.6428936,1.3656116,0.1248,-1.1179672,0.27329752,1023032800000.0,0.40001282,0.6950394,3.472969,0.4935,0.40100306,0.14265472,XLK,0.40100306,-0.27816734,-0.40100306,0.028549245
2024-06-26,PG,30.0,Consumer_Staples,167.45,0.0062831854,0.37317726,0.73625684,0.21042769,0.069174245,0.1248,0.12812437,0.08581285,388336650000.0,0.5631113,0.4143566,0.33401528,0.3596,0.9072151,0.3978514,XLP,0.9072151,-0.25327253,-0.9072151,0.49354735
2024-06-26,GOOG,45.0,Information_Technology,185.37,0.00355351,1.3090332,2.9908226,1.0547261,0.79115295,0.1248,-0.5013192,0.25749153,1013265000000.0,-0.12723178,0.7140913,2.194074,-0.1132,0.42276,0.07639469,XLK,0.42276,-0.27816734,-0.42276,0.024863696
2024-06-27,NFLX,45.0,Information_Technology,684.34,0.0041787317,1.3090332,4.7724414,1.2143086,0.8728812,0.1577,-0.34966844,0.18346074,276515750000.0,0.8940561,0.7865587,3.742339,0.9813,0.66051817,0.12276159,XLK,0.66051817,-0.15783453,-0.66051817,0.025801832
2024-06-27,UNH,35.0,Health_Care,486.44,0.0040050135,0.5662169,1.788487,0.2602848,0.06575532,0.1577,0.30677977,0.03678565,455931170000.0,0.7087251,0.7908304,1.4136301,0.4958,1.0014971,0.3009818,XLV,1.0014971,-0.2535924,-1.0014971,0.16837893
2024-06-27,NVDA,45.0,Information_Technology,123.99,0.015030038,1.3090332,8.049521,2.3135312,1.9486486,0.1577,0.22666311,0.2631839,2696790100000.0,-1.9651641,0.565573,4.1875772,-1.9066,1.9405118,1.1566229,XLK,1.9405118,-0.15783453,-1.9405118,0.15621315
2024-06-27,JNJ,35.0,Health_Care,145.8,0.0058231126,0.5662169,1.0329801,0.21062939,0.033210803,0.1577,0.35206223,0.03364109,352987640000.0,-0.4759027,0.68951195,0.68069273,-0.6947,0.993774,0.26755732,XLV,0.993774,-0.2535924,-0.993774,0.27102384
2024-06-27,AMZN,25.0,Consumer_Discretionary,197.85,0.002410637,1.1753373,3.034712,1.3921194,1.2028186,0.1577,-1.1620328,0.37912464,1836145300000.0,1.8871564,0.50537056,1.603349,2.19,0.19576219,0.358805,XLY,0.19576219,0.42554927,-0.19576219,0.1130942
2024-06-27,JPM,40.0,Financials,199.17,0.031016055,0.78151953,1.1738013,0.6496753,0.28261125,0.1577,0.31795758,0.23742072,581886100000.0,1.0823715,0.3772315,0.44903356,0.8813,1.238143,0.42177498,XLF,1.238143,-0.24514563,-1.238143,0.35433167
2024-06-27,XOM,10.0,Energy,114.9,0.01306919,0.45642883,1.694454,0.36079982,0.10818056,0.1577,0.13728884,0.06145662,526019900000.0,0.19699323,0.16675104,0.29352772,0.4283,1.0912734,1.3355615,XLE,1.0912734,0.15982118,-1.0912734,0.75872314
2024-06-27,META,45.0,Information_Technology,519.56,0.0031197309,1.3090332,5.0179768,1.6428936,1.3571715,0.1577,-1.1179672,0.27211422,1023032800000.0,1.0593078,0.69625944,3.4725988,1.2551,0.40100306,0.14217715,XLK,0.40100306,-0.15783453,-0.40100306,0.028506657
2024-06-27,PG,30.0,Consumer_Staples,166.62,0.0063029826,0.37317726,0.734327,0.21042769,0.068544574,0.1577,0.12812437,0.08529965,388336650000.0,-0.08793253,0.41280988,0.33172327,-0.4957,0.9072151,0.39824122,XLP,0.9072151,-0.48605004,-0.9072151,0.4955875
2024-06-27,GOOG,45.0,Information_Technology,186.86,0.003576778,1.3090332,2.9920352,1.0547261,0.7841231,0.1577,-0.5013192,0.25687465,1013265000000.0,0.7041958,0.71463484,2.18146,0.8038,0.42276,0.076050304,XLK,0.42276,-0.15783453,-0.42276,0.024913682
2024-06-28,NFLX,45.0,Information_Technology,674.88,0.0042007817,1.3090332,4.750331,1.2143086,0.8742798,-0.3935,-0.34966844,0.18472433,276515750000.0,-1.2097981,0.78506047,3.7156043,-1.3824,0.66051817,0.123123534,XLK,0.66051817,0.46210453,-0.66051817,0.026014455
2024-06-28,UNH,35.0,Health_Care,509.26,0.003837339,0.5662169,1.8630463,0.2602848,0.0658199,-0.3935,0.30677977,0.03528019,455931170000.0,4.6529055,0.79983747,1.4922034,4.6912,1.0014971,0.30045095,XLV,1.0014971,0.14050636,-1.0014971,0.16104503
2024-06-28,NVDA,45.0,Information_Technology,123.54,0.01504897,1.3090332,8.031551,2.3135312,1.9534197,-0.3935,0.22666311,0.2641606,2696790100000.0,-0.34924477,0.5639508,4.1703134,-0.3629,1.9405118,1.1598005,XLK,1.9405118,0.46210453,-1.9405118,0.15683962
2024-06-28,JNJ,35.0,Health_Care,146.16,0.005823979,0.5662169,1.0331551,0.21062939,0.033257734,-0.3935,0.35206223,0.03369364,352987640000.0,0.1901511,0.68974864,0.68082505,0.2469,0.993774,0.2672312,XLV,0.993774,0.14050636,-0.993774,0.2707338
2024-06-28,AMZN,25.0,Consumer_Discretionary,193.25,0.0024028316,1.1753373,3.059282,1.3921194,1.2047389,-0.3935,-1.1620328,0.37850034,1836145300000.0,-1.6501701,0.5067549,1.6129637,-2.325,0.19576219,0.3575762,XLY,0.19576219,-0.6489048,-0.19576219,0.11234195
2024-06-28,JPM,40.0,Financials,202.26,0.030872138,0.78151953,1.1800239,0.6496753,0.28302938,-0.3935,0.31795758,0.23666869,581886100000.0,1.0032101,0.37817594,0.45225626,1.5514,1.238143,0.42368317,XLF,1.238143,0.6492279,-1.238143,0.35428315
2024-06-28,XOM,10.0,Energy,115.12,0.013080994,0.45642883,1.6922653,0.36079982,0.10829631,-0.3935,0.13728884,0.061577942,526019900000.0,-0.28320906,0.16702606,0.29374653,0.1915,1.0912734,1.3336387,XLE,1.0912734,0.5651047,-1.0912734,0.7583151
2024-06-28,META,45.0,Information_Technology,504.22,0.0031030036,1.3090332,5.0558343,1.6428936,1.3596879,-0.3935,-1.1179672,0.27115703,1023032800000.0,-2.4913268,0.6973593,3.4968336,-2.9525,0.40100306,0.14231193,XLK,0.40100306,0.46210453,-0.40100306,0.02838069
2024-06-28,PG,30.0,Consumer_Staples,164.92,0.006324147,0.37317726,0.73888016,0.21042769,0.06859501,-0.3935,0.12812437,0.085649036,388336650000.0,-0.66972786,0.41383806,0.33143657,-1.0203,0.9072151,0.39578825,XLP,0.9072151,-0.29515475,-0.9072151,0.4941888
2024-06-28,GOOG,45.0,Information_Technology,183.42,0.0035740638,1.3090332,2.9988089,1.0547261,0.78526485,-0.3935,-0.5013192,0.25705343,1013265000000.0,-1.6213245,0.71442646,2.18248,-1.841,0.42276,0.07620677,XLK,0.42276,0.46210453,-0.42276,0.024945995
2024-07-01,NFLX,45.0,Information_Technology,673.61,0.003376201,1.3615549,4.7496257,1.3094909,0.8736962,0.2058,-0.63997656,0.18480718,290806560000.0,-0.6916042,0.785733,3.714639,-0.1882,0.4917278,0.12331289,XLK,0.4917278,0.47569203,-0.4917278,0.02608356
2024-07-01,UNH,35.0,Health_Care,494.65,0.0023671077,0.4765047,1.895976,0.15544781,0.06570559,0.2058,0.34210843,0.034890153,468715300000.0,-2.211039,0.8027094,1.5116729,-2.8689,1.0441791,0.30137676,XLV,1.0441791,-0.6606647,-1.0441791,0.16003329
2024-07-01,NVDA,45.0,Information_Technology,124.3,0.01784152,1.3615549,8.025935,2.466255,1.9524742,0.2058,0.4815011,0.26319653,3039084000000.0,-0.92222494,0.5623249,4.171502,0.6152,2.1649926,1.161983,XLK,2.1649926,0.47569203,-2.1649926,0.1566371
2024-07-01,JNJ,35.0,Health_Care,146.44,0.0029219422,0.4765047,1.0312505,0.10468169,0.03322273,0.2058,0.37387255,0.03362129,351760220000.0,0.83356285,0.6918747,0.683673,0.1916,1.0043012,0.26836264,XLV,1.0043012,-0.6606647,-1.0043012,0.27158207
2024-07-01,AMZN,25.0,Consumer_Discretionary,197.2,0.0044870484,1.15787,3.0685506,1.3293413,1.2039925,0.2058,-0.88445926,0.3768932,2011080700000.0,1.7313803,0.50699246,1.6195971,2.044,0.3842245,0.35659537,XLY,0.3842245,0.10161033,-0.3842245,0.11162725
2024-07-01,JPM,40.0,Financials,205.45,0.028454486,0.6858799,1.1439703,0.57896364,0.28270912,0.2058,0.28768378,0.23958227,580823550000.0,1.359813,0.38298213,0.45192218,1.5772,1.2635556,0.41180068,XLF,1.2635556,0.077745914,-1.2635556,0.3489811
2024-07-01,XOM,10.0,Energy,114.96,0.010175208,0.35514367,1.6868995,0.2780786,0.10802429,0.2058,0.11133239,0.061696958,516420000000.0,-0.17628501,0.16780175,0.2938016,-0.139,1.0964886,1.3312438,XLE,1.0964886,-0.018188562,-1.0964886,0.7603261
2024-07-01,META,45.0,Information_Technology,504.68,0.002072689,1.3615549,5.046129,1.6409407,1.3590897,0.2058,-1.277092,0.27199456,1104971000000.0,-0.37362492,0.69747823,3.4851265,0.0912,0.26723027,0.14218038,XLK,0.26723027,0.47569203,-0.26723027,0.028454553
2024-07-01,PG,30.0,Consumer_Staples,162.72,0.0063530393,0.34337586,0.7456501,0.19859642,0.06853398,0.2058,0.1342969,0.0852358,389233500000.0,-0.622787,0.414066,0.33293045,-1.334,0.96947205,0.39747903,XLP,0.96947205,-0.77576673,-0.96947205,0.49434516
2024-07-01,GOOG,45.0,Information_Technology,184.49,0.0015209143,1.3615549,2.9949257,1.0081158,0.7846526,0.2058,-0.7529658,0.25798237,1069949100000.0,0.286787,0.7154734,2.17611,0.5834,0.18739599,0.07610815,XLK,0.18739599,0.47569203,-0.18739599,0.025023255
2024-07-02,NFLX,45.0,Information_Technology,679.58,0.003384488,1.3615549,4.723396,1.3094909,0.8674489,0.673,-0.63997656,0.1839361,290806560000.0,0.20968278,0.78649503,3.7091372,0.8863,0.4917278,0.12348645,XLK,0.4917278,-0.4162264,-0.4917278,0.026184386
2024-07-02,UNH,35.0,Health_Care,498.24,0.0023582634,0.4765047,1.8950202,0.15544781,0.06449197,0.673,0.34210843,0.03411776,468715300000.0,1.3378953,0.8033458,1.5185452,0.7258,1.0441791,0.30278093,XLV,1.0441791,-0.68638766,-1.0441791,0.16017817
2024-07-02,NVDA,45.0,Information_Technology,122.67,0.017811587,1.3615549,7.999118,2.466255,1.9432042,0.673,0.4815011,0.26150745,3039084000000.0,-2.0699625,0.5638707,4.189999,-1.3113,2.1649926,1.1652222,XLK,2.1649926,-0.4162264,-2.1649926,0.15681022
2024-07-02,JNJ,35.0,Health_Care,146.03,0.0029179042,0.4765047,1.0283167,0.10468169,0.032787457,0.673,0.37387255,0.033134937,351760220000.0,0.33888915,0.69124854,0.68399954,-0.28,1.0043012,0.26983887,XLV,1.0043012,-0.68638766,-1.0043012,0.2726986
2024-07-02,AMZN,25.0,Consumer_Discretionary,200.0,0.0044985246,1.15787,3.0626147,1.3293413,1.1953796,0.673,-0.88445926,0.37515408,2011080700000.0,0.07730383,0.5081754,1.6192347,1.4199,0.3842245,0.3574214,XLY,0.3842245,1.1658535,-0.3842245,0.11217198
2024-07-02,JPM,40.0,Financials,208.83,0.028503569,0.6858799,1.1466094,0.57896364,0.27913046,0.673,0.28768378,0.23695755,580823550000.0,0.36676896,0.38275516,0.45087662,1.6452,1.2635556,0.41439295,XLF,1.2635556,0.7034028,-1.2635556,0.3517837
2024-07-02,XOM,10.0,Energy,114.18,0.010184451,0.35514367,1.6881407,0.2780786,0.10528097,0.673,0.11133239,0.060184762,516420000000.0,-0.519363,0.16856937,0.29487777,-0.6785,1.0964886,1.3313218,XLE,1.0964886,-0.3158117,-1.0964886,0.76106143
2024-07-02,META,45.0,Information_Technology,509.5,0.002075326,1.3615549,5.0368643,1.6409407,1.3526267,0.673,-1.277092,0.2710455,1104971000000.0,-0.038024783,0.698379,3.4851935,0.9551,0.26723027,0.14222728,XLK,0.26723027,-0.4162264,-0.26723027,0.028500153
2024-07-02,PG,30.0,Consumer_Staples,163.9,0.00637259,0.34337586,0.7381441,0.19859642,0.06783163,0.673,0.1342969,0.08462189,389233500000.0,0.13985977,0.41267785,0.3307963,0.7252,0.96947205,0.39784873,XLP,0.96947205,0.46590808,-0.96947205,0.49632767
2024-07-02,GOOG,45.0,Information_Technology,186.61,0.0015255192,1.3615549,2.9971085,1.0081158,0.77753806,0.673,-0.7529658,0.25641724,1069949100000.0,0.5486372,0.716952,2.1740248,1.1491,0.18739599,0.07612708,XLK,0.18739599,-0.4162264,-0.18739599,0.025105262
2024-07-03,NFLX,45.0,Information_Technology,682.51,0.0033825533,1.3615549,4.7236137,1.3094909,0.8683236,0.4463,-0.63997656,0.18401633,290806560000.0,-0.5178131,0.7863339,3.7104986,0.4311,0.4917278,0.12394793,XLK,0.4917278,0.741238,-0.4917278,0.026267216
2024-07-03,UNH,35.0,Health_Care,489.89,0.00235698,0.4765047,1.9050995,0.15544781,0.064494066,0.4463,0.34210843,0.034100298,468715300000.0,-0.7277614,0.8037105,1.5200617,-1.6759,1.0441791,0.3022914,XLV,1.0441791,-0.97446406,-1.0441791,0.15983218
2024-07-03,NVDA,45.0,Information_Technology,128.28,0.017763717,1.3615549,8.065709,2.466255,1.9465159,0.4463,0.4815011,0.26124913,3039084000000.0,1.8677361,0.56356424,4.1990066,4.5732,2.1649926,1.1729276,XLK,2.1649926,0.741238,-2.1649926,0.15742296
